Temperature,Humidity,Pressure,Altitude,Time,Rain
80.06512092947771,18.09938573856018,1088.995453469265,,13:5,NO
44.26361245489999,91.3045882396228,945.2370767712713,284.23381176565084,5:19,YES
2.632523778272411,55.6685762975313,926.0522550457017,176.29850373058315,9:50,NO
,15.944024295224246,902.1480173556562,,,NO
,74.10324999641901,978.8892974803006,1626.1368950182755,,YES
17.701226956475924,,1044.1288145903318,3376.1569982372016,,YES
16.41291831643592,46.0359720296456,1002.0376069277519,4635.085093734622,3:37,YES
7.5063400244022365,74.3476743560408,1001.7598169827675,3279.5674872528416,,NO
73.20068930781576,17.85092524177592,1035.248609167092,,19:19,YES
74.90879982358949,,978.6174670949158,,,NO
,2.5065231486721795,1079.8898363800467,4879.276122479655,6:36,NO
65.09913517187594,79.75456896077154,1079.2471003494384,,,YES
,20.732424838958273,959.7963556945695,,13:42,NO
3.0725039545772104,83.27932617494706,900.012108437563,3600.758528436672,,
93.58286092490911,,,2349.4384328249353,,YES
0.14705105407545327,42.460257681509916,903.4705221024686,3584.6148463748746,23:32,YES
,6.803706074126725,1066.4741957251622,,,NO
13.772638988660246,38.867033084062484,1072.7180218321957,1593.7329282491971,,NO
40.87555229823151,25.067221078009826,1078.946534377449,,,YES
35.29679048611135,94.32887716958702,1084.8043341180405,4487.476798065713,,NO
10.40861638073175,97.38916467545936,,3492.948961125724,,NO
21.80985260970536,24.284025800103983,1063.1827502198735,66.66314710980208,,YES
88.89029918884852,9.455939025893823,,2436.898004149372,,YES
,,923.7788995040436,,,YES
,80.8753895699799,1092.179769827559,591.426585272577,,NO
49.98836011308988,7.738939513150722,1008.7886702082791,2632.5144181001283,3:24,YES
71.51704312578543,61.75137517462021,1098.9118996318816,,,NO
81.89890180263961,98.30391332424647,1088.3970168536687,960.2119416576356,,NO
33.364083634227526,74.22576999105816,1040.3270008510156,4974.097023175211,,YES
51.60240938194603,54.633586734454084,1030.0003253280315,,5:40,NO
,28.152680936228514,,583.6365946877199,14:34,
74.13021091084248,,,4072.379054657601,,YES
79.954318476868,49.480153827609655,933.5668800857115,450.5505844116327,,YES
83.35949282292769,,1045.1620983971393,2179.0928603234624,4:44,NO
,49.93496678866928,1002.6573190711947,4062.554359387197,18:51,NO
,93.41220317686988,,4853.056410387852,,YES
39.748146652411286,17.89936544702342,947.3084368607837,3356.450640713111,2:31,YES
,4.7582734572923275,1021.899237461568,1961.9004135075138,,YES
67.1550034527249,66.54915228066226,942.6400431169754,-56.56083497630669,,NO
74.02164671266908,,1096.4062721527225,2116.630844006562,2:28,YES
3.1562984664876614,10.90549309962615,934.9616748406631,3517.7831475547305,,NO
56.94736310353111,74.30981918207743,1095.6186563952529,3966.5135909429337,18:38,NO
17.414560812335488,9.443136327087887,1011.5986439742146,4225.654005155565,,YES
44.89440745013409,16.13039811518947,972.5624488449628,1312.0480470703485,11:27,NO
71.89597486296323,,1091.2518179852632,1627.501559158049,14:58,
95.86189407194985,89.72382728122938,,3770.7883834178824,,YES
,17.812422419080185,1069.2803502386023,,,YES
11.44079119478264,71.2706019163736,1097.484028632829,2220.5382594116722,9:21,
60.99023191406505,8.914097184436432,969.9997265790442,3523.3764369433543,,NO
,3.30780137100678,992.8893920969143,4379.466950677009,,NO
80.76927818323526,,901.3243086867164,,,YES
48.912148894701026,73.3842062540927,1023.0079804367829,329.35260569648176,,NO
,,929.2082493976345,2528.4488758386387,,NO
,87.21192930818957,902.0052371338041,3775.4093171374034,15:9,YES
96.36672223816768,,992.5213364610715,1975.9945537982671,9:44,YES
88.81323526161479,,997.1869859967285,1557.363738435672,,YES
79.07188298911625,,,1764.1220695704053,,NO
13.272584798799636,,,,,YES
76.21481087925692,13.111599941273521,1008.1221394873526,4073.5245211820875,20:15,NO
42.26759706807495,44.758387446073655,,,,NO
6.298492887939466,30.87169706219296,965.0653461488951,,,YES
28.905675347421102,,973.8683841714436,2685.8069538668638,,NO
68.03685317586023,46.432140919767164,,2919.6798109514452,1:40,
,8.176691740697295,1088.1697428656723,,,YES
,28.039385746072952,989.3945951860544,3929.93334493142,,YES
14.8107044481962,6.258066300129183,979.5605803342092,3094.597173761402,,NO
36.43023253863797,43.38552770310421,1049.8655224874494,2982.1334485819666,,NO
69.18437504373607,14.934460659694448,1012.222341603669,4615.505206195034,10:50,YES
57.416310005677374,39.97934444662019,,3453.3803555294794,,
